0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.342,0.000,0.000,0.000,0.432,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.191,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.230,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.157,0.095,0.058,0.070,0.000,0.000,0.000,0.000,0.096,0.000,0.000,0.000,0.000,0.061,0.000,0.122,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.111,-0.099
0.114,0.116,0.062,0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.080,0.000
0.121,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.088,0.094,0.132,0.302,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.081,0.139,0.176,0.089,0.377,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.183,0.000
0.119,0.103,0.000,0.162,0.123,0.000,0.086,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.124,0.049,0.000,0.000,0.000,0.274,0.070,0.000,0.000,-0.092
0.106,0.082,0.000,0.000,0.000,0.000,0.000,0.123,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.171,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.098,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.065,0.000
0.000,0.083,0.078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.063,0.000,0.000,0.000,0.000,0.000,0.094,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.211,0.000
0.119,0.096,0.089,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.463,0.000,0.000,0.078,0.000
0.000,0.091,0.115,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.109,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.106,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.321,0.000
0.000,0.000,0.135,0.000,0.000,0.000,0.000,0.000,0.000,0.105,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.413,0.000
0.000,0.000,0.000,0.176,0.197,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.265,0.000,0.000,0.000,0.000,0.000,0.529,0.000
0.000,0.000,0.000,0.000,-0.120,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.094,0.000,0.159,0.000,0.449,0.000,0.000,0.209,0.000
0.000,-0.119,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.095,0.137,0.000,0.213,0.000,0.000,0.000,0.130,0.000,0.249,0.000,0.000,0.113,0.000
0.000,0.000,0.000,0.247,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000

0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.047,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.862,-0.139,-0.136,-0.053,-0.115,-0.153,-0.075,-0.092,0.000,-0.109,-0.083,0.000,-0.059,0.000,0.000,-0.100,-0.043,0.000,0.000,0.000,0.000,0.068,0.000,0.050,0.046
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,-0.162,0.000,0.000,-0.230,0.000,0.000,0.000,0.000,0.825,0.000,0.000,-0.116,-0.153,0.000,0.000,-0.106,0.000,0.000,0.000,0.000,0.000,0.000
-0.115,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.104,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.030,0.690,0.000,0.000,-0.092,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.355,-0.073,-0.121,0.714,0.000,-0.092,0.000,-0.110,0.411,0.000,-0.140,0.801,-0.199,0.000,-0.178,0.000,0.000,0.000,0.000,0.000,0.090,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.221,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.903,0.000,0.000,0.000,0.000,-0.304,0.000,0.000,-0.060,0.000
0.000,0.000,0.000,-0.074,0.000,-0.030,0.000,0.000,-0.156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.913,-0.181,0.000,0.000,0.000,-0.171,-0.048
-0.123,0.000,0.000,0.669,0.000,0.000,0.000,-0.054,-0.162,0.000,0.000,0.000,0.000,0.000,0.062,0.000,0.000,0.000,0.000,-0.052,0.068,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,-0.408,0.000,0.000,0.000,0.000,0.234,-0.101,0.000,0.000,0.000,-0.081,0.000,0.000,-0.099,-0.054,0.000,0.776,0.000,-0.299,-0.254,0.740,-0.213
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,-0.042,0.000,0.000,0.000,0.000,0.000,-0.047,-0.221,0.000,0.000,-0.229,0.000,0.000,0.638,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.209,0.000,0.000
0.123,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.123,-0.122,0.649,0.000,0.000
0.000,-0.057,-0.061,0.000,0.000,0.000,0.860,0.000,-0.114,0.000,0.000,-0.271,0.000,0.000,-0.068,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.253,-0.079,0.000,0.000,0.000,-0.075,0.447,0.000,0.000,0.000,-0.168,-0.252,-0.047,0.000,0.000,0.875,0.000,0.000,0.000,0.000,-0.284,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,-0.262,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.181,0.000,-0.091,0.000,0.000
-0.138,-0.055,0.000,-0.166,0.000,0.000,0.723,0.000,0.000,0.000,0.000,-0.201,0.000,0.000,-0.127,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,-0.086,0.000,-0.284,0.000,-0.101,-0.316,0.000,-0.156,0.000,0.804,0.000,0.000,0.000,0.087,-0.073,0.000,0.000,-0.185,0.682,-0.131,-0.096,-0.097,-0.227,0.000
-0.210,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
